country,countryname,party,abbrev,name,name_english,year_min,year_max,is_alliance,max_pervote,max_presvote
98,"Ukraine",98521,"KhDPU","Khrystyyans`ko-Demokratychna Partiya Ukrainy","Christian Democratic Party of Ukraine",1994,1998,0,1.34,
98,"Ukraine",98611,"Rukh","Narodnyi Rukh Ukrainy","Popular Movement of Ukraine",1994,1998,0,9.7019997,
98,"Ukraine",98612,"URP","Ukrainska Respublikanska Partiya","Ukrainian Republican Party",1994,1994,0,2.684,
98,"Ukraine",98613,"DPU","Demokratychna Partiya Ukrainy","Democratic Party of Ukraine",1994,1994,0,1.153,
98,"Ukraine",98614,"NF","Viborchyj Blok â€˜Natsional`nyi Front'","Electoral Bloc â€˜National Front'",1998,1998,0,2.8039999,
98,"Ukraine",98615,"NU-NS","â€˜Nasha Ukraina - Narodna Samooborona'","â€˜Our Ukraine - People's Self-Defense'",2002,2007,1,24.49,
98,"Ukraine",98616,"BYuT","Viborchiy Blok Yuliyi Tymoshenko","Juliya Tymoshenko Election Bloc",2002,2007,1,32.119999,
98,"Ukraine",98617,"","Vseukrayins'ke Obyednannya Bat'kivshchyna","All-Ukrainian Union â€˜Fatherland'",2012,2019,0,25.549999,
98,"Ukraine",98618,"","Narodnyj Front","People's Front",2014,2014,0,22.141001,
98,"Ukraine",98620,"","Ob'yednannya  â€˜Samopomich'","Union â€˜Self Help'",2014,2014,0,10.977,
98,"Ukraine",98630,"UDAR","Ukrajinskyj Demokratytschnyj Aljans za Reformy","Ukrainian Democratic Alliance for Reform",2012,2012,0,13.969,
98,"Ukraine",98631,"","Yevropeys'ka Solidarnist'","European Solidarity",2014,2019,0,21.82,
98,"Ukraine",98711,"KUN","Konhres Ukrains`kykh Natsionalistiv","Congress of Ukrainian Nationalists",1994,1994,0,1.331,
98,"Ukraine",98712,"UKRP","Ukrains`ka Konservatyvna Respublikans`ka Partiya","Ukrainian Conservative Republican Party",1994,1994,0,.36500001,
98,"Ukraine",98713,"UNA","Ukrains`ka Natsional`na Asambleya","Ukrainian National Assembly",1994,1994,0,,
98,"Ukraine",98720,"","Vseukrayinske obyednannia â€˜Svoboda'","All-Ukrainian Union â€˜Freedom'",2012,2014,0,10.447,
98,"Ukraine",98730,"","Radikal`na Partiya Oleha Lyashka","Radical Party of Oleh Lyashko",2014,2014,0,7.447,
98,"Ukraine",98810,"SelPU","Selyansâ€™ka Partiya Ukrainy","Peasant Party of Ukraine",1994,1994,0,2.9300001,
98,"Ukraine",98811,"APU","Ahrarna Partiya Ukrainy","Agrarian Party of Ukraine",1998,1998,0,3.799,
98,"Ukraine",98910,"","Opozycijnyj Blok","Opposition Bloc",2014,2014,0,9.434,
98,"Ukraine",98951,"PEVK","Partiya Ekonomycheskoho Vozrozhdeniya Kryma","Party of Economic Revival of Crimea",1994,1994,0,.077,
98,"Ukraine",98952,"PR","Partiya Rehioniv","Party of Regions",2006,2012,0,35.938999,
113,"South Korea",113320,"DLP","Minju Nodong Dang","Democratic Labour Party",2000,2008,0,13.031,
113,"South Korea",113321,"UPP","Tonghap Jinbo Dang","United Progressive Party",2012,2012,0,10.3,
113,"South Korea",113322,"JP","Jeongui Dang","Justice Party",2016,2020,0,9.6700001,
113,"South Korea",113420,"DP","Minju Dang - Deobureo-shimin-dang","Democratic Party - including Platform Party",1992,1996,0,29.200001,
113,"South Korea",113421,"NCNP","Sae Jungchi Kukmin Hoiee","National Congress for New Politics",1996,1996,0,25.299,
113,"South Korea",113422,"Uri","Uri Dang","Uri Party",2004,2004,0,38.269001,
113,"South Korea",113430,"MDP","Saecheonnyeonminju Dang","Millenium Democratic Party",2000,2004,0,35.867001,
113,"South Korea",113440,"DP","Minju Dang","Democratic Party",2008,2012,0,36.5,
113,"South Korea",113441,"DPK","Deobureominju Dang","Democratic Party",2016,2020,0,33.359001,
113,"South Korea",113442,"PP","Gungminui Dang","People's Party",2016,2016,0,26.747999,
113,"South Korea",113443,"","Yeollin-minju-dang","Open Democratic Party",2020,2020,0,5.4219999,
113,"South Korea",113450,"PP","Gungminuidang","People Party",2020,2020,0,6.7979999,
113,"South Korea",113620,"DLP","Minju Dayu Dang","Democratic Liberal Party",1992,1992,0,38.5,
113,"South Korea",113621,"NUP","Minjok T'ongil-tang","National Unification Party",1992,1992,0,17.4,
113,"South Korea",113622,"NKP","Shin Hankuk Dang","New Korea Party",1996,1996,0,34.516998,
113,"South Korea",113630,"NFP","Saenuri Dang","New Frontier Party",2000,2016,0,42.799999,
113,"South Korea",113631,"UFP","Miraetonghapdang -Miraehangukdang","United Future Party - including Future Korea Party",2020,2020,0,33.841,
113,"South Korea",113650,"ULD","Jayu Minju Yonmaeng","United Liberal Party",1996,2004,0,16.173,
113,"South Korea",113651,"LFP","Jayou Seonjin Dang","Liberty Forward Party",2008,2012,0,6.829,
171,"Mexico",171031,"AM","Alianza por MÃ©xico 2000","Alliance for Mexico 2000",2000,2000,1,16.917,17.001776
171,"Mexico",171032,"","CoaliciÃ³n â€˜Primero MÃ©xico'","Coalition â€˜Mexico First'",2006,2012,1,28.903999,22.749296
171,"Mexico",171033,"","CoaliciÃ³n â€˜Por el Bien de Todos'","Coalition â€˜For the Good of All'",2006,2006,1,29.737,
171,"Mexico",171034,"","CoaliciÃ³n â€˜Salvemos a MÃ©xico'","Coalition â€˜We save Mexico'",2009,2009,1,,
171,"Mexico",171035,"","Movimiento Progresista","Progressive Movement",2012,2012,1,,
171,"Mexico",171101,"PVEM","Partido Verde Ecologista de MÃ©xico","Mexican Green Ecologist Party",1997,2018,0,7.671,
171,"Mexico",171201,"PCM","Partido Comunista Mexicano","Mexican Communist Party",1979,1979,0,5.4359999,
171,"Mexico",171202,"PRT","Partido Revolucionario de los Trabajadores","Revolutionary Workersâ€™ Party",1985,1985,0,1.7079999,
171,"Mexico",171203,"PSUM","Partido Socialista Unificado de MÃ©xico","Unified Socialist Party of Mexico",1982,1985,0,4.4239998,3.646946
171,"Mexico",171210,"MORENA","Movimiento RegeneraciÃ³n Nacional","National Regeneration Movement",2015,2018,0,38.797001,
171,"Mexico",171301,"PRI","Partido Revolucionario Institucional","Institutional Revolutionary Party",1946,2018,0,90.653999,100
171,"Mexico",171302,"PPS","Partido Popular Socialista","Popular Socialist Party",1970,1991,0,2.1800001,
171,"Mexico",171303,"PARM","Partido AutÃ©ntico de la RevoluciÃ³n Mexicana","Authentic Party of the Mexican Revolution",1970,1991,0,2.4579999,
171,"Mexico",171304,"PC","Partido Cardenista","Party of Cardenists",1979,1991,0,4.3379998,
171,"Mexico",171305,"PRD","Partido de la RevoluciÃ³n DemocrÃ¡tica","Democratic Revolutionary Party",1991,2018,0,25.731001,32.402458
171,"Mexico",171306,"PT","Partido del Trabajo","Labor Party",1994,2018,0,4.8299999,2.74
171,"Mexico",171307,"FDN","Frente DemocrÃ¡tico Nacional","National Democratic Front",1988,1988,1,28.958,31.058212
171,"Mexico",171308,"PMT","Partido Mexicano de los Trabajadores","Mexican Workersâ€™ Party",1985,1985,0,1.717,
171,"Mexico",171309,"PANAL","Partido Nueva Alianza","New Alliance Party",2006,2018,0,4.6620002,2.345366
171,"Mexico",171310,"PSD","Partido SocialdemÃ³crata","Social Democratic Party",2006,2009,0,2.1059999,2.760921
171,"Mexico",171311,"","Convergencia","Convergence",2003,2018,0,6.4050002,
171,"Mexico",171601,"","Allianza por el cambio","Alliance for Change",1946,2018,0,34.611,43.431042
171,"Mexico",171611,"PES","Partido Encuentro Social","Social Encounter Party",2015,2018,0,3.49,
181,"South Africa",181210,"EEF","Economic Freedom Fighters","Economic Freedom Fighters",2014,2019,0,10.791,
181,"South Africa",181310,"ANC","African National Congress","African National Congress",1994,2019,0,69.693001,
181,"South Africa",181311,"UDM","United Democratic Movement","United Democratic Movement",2019,2019,0,.44800001,
181,"South Africa",181320,"","Good","Good",2019,2019,0,.40400001,
181,"South Africa",181325,"NFP","National Freedom Party","National Freedom Party",2019,2019,0,.35100001,
181,"South Africa",181410,"DP","Democratic Party","Democratic Party",1994,1999,0,9.5600004,
181,"South Africa",181411,"DA","Democratic Alliance","Democratic Alliance",2004,2019,0,22.233999,
181,"South Africa",181420,"COPE","Congress of the People","Congress of the People",2009,2019,0,7.415,
181,"South Africa",181510,"ACDP","African Christian Democratic Party","African Christian Democratic Party",2019,2019,0,.83899999,
181,"South Africa",181520,"ATM","African Transformation Movement","African Transformation Movement",2019,2019,0,.44100001,
181,"South Africa",181710,"FF+","Freedom Front Plus","Freedom Front Plus",2019,2019,0,2.3789999,
181,"South Africa",181910,"IFP","Inkatha Freedom Party","Inkatha Freedom Party",1999,2019,0,8.5839996,
181,"South Africa",181980,"AIC","African Independent Congress","African Independent Congress",2019,2019,0,.27599999,
